73ab5760918b00f8bc14f7931aad4ccc053d0b1c6aa0c901bb1bd2aff790bf43	2	FD 34005	right	cites another docket, but not a specific decision or filing
f5cccf5de08cd0896fa340996ab037712af4f0870feab54d0885260e3ca9b057	5	FD 33980	right
3f6b89249302e26c57b72137173e08ecb92f017495341e8fc198006cae820b24	1	EP 328	right	cites another docket, but not a specific decision or filing
b7f8805a7205c38eff42a444fc594a723c8914ee923467f04ad560fcfc30758e	1	FD 33381	right
3ea0e203fb7eb365597fa5d4c9f81ac40fdeb82fa27c056e8015322ce2290592	12	EP 274 (26)	right	cites another docket, but not a specific decision or filing
6075ebbce4a431fd60a5e1efd86cd521288492b22f539073ca2128b98adf9a11	4	EP 537	right
3a2ee5d31df5a9427db962603ef63b0d9e7572f16e5e4d753f764005cec6949f	31	EP 573	right
e707201781d9230ebc1ea6903f61209b56a5ee1ec416486f4a447e8dda2bdae9	1	FD 34193	right
ee3220e2453fabd056dff8abe394b95bd227ee27ad441538928abe86c2db8c93	1	FD 31591	right
917b6beeb0b2afe4cff00260cfecd39d290e1f41e485d4f39acbab2171f178e8	2	FD 32717	right
d4bb840290dc9acfc55b0fe4b8b49f61c600ce4fca19ce39370dca9f1641e289	3	FD 33388 (90)	right
7ad65646c98790c784e7fd3a7181de675ee959a1051ae8e1164db8feba5db63a	2	FD 32256	right	cites another docket, but not a specific decision or filing
570d3b233a80a6dc8806498b1fd61d6ac9d56c001f0931036b05df22c8bc7443	1	FD 34250	right
97d3f21e03436567a00bef7d8ffc41046fdff77ee8bf4f80502d2838827e8fc9	3	FD 34177	right
daca86a2b4f986a6812fee0586628b635173886e9e0f4550642e20fae56b3211	2	FD 34995	right
701bd921879c06effbfa53e4ab560d9a3db57716994e9675265c3374bbf5af34	2	EP 646 (2)	right
b8571f4e19189645992531eddcd7dc19b832e27e1450ef04251356c2f93a633f	1	FD 29653	right
4df81c56662ef5b451ec27d1b582e37624fd50b0784a9d246c3b1edd36902d91	2	FD 34170	right	cites another docket, but not a specific decision or filing
6d71844e0c5e8de97d939738660d31f36ff9b1880a40356d3dadb7896448c62a	3	FD 34177	right
3c3c3134108c8dd3fb7296849384580addb81798dda8230578540fc00de06d60	1	FD 34815	right
d520b1d66a3b405296e47611273202b1814b5716d56f10701df8971e947eb1f0	3	FD 33971	right
f637a8536faa631716886589459b11b91a5ddbc1d95b381cd2080662e5290958	4	FD 35087	right	cites another docket, but not a specific decision or filing
a8533897b54f026cb7456867afdca99c7884ceb096cd93c8280bc94733a84864	1	FD 33344	right
39c9ac6a0d1d4a3e833946da381db47c2b5270ae1721b40e14a0cbbaa827dc8f	2	FD 35160	right	cites another docket, but not a specific decision or filing
272dd8fc6cded6f256880bc424ca1502313ef99292b4dba4aae2de21599f55bb	5	FD 34867	right
54b1a527f4ee05ff22f669f5e48fbb2449184ca33c1bc6881d2715dc8642b8b8	4	EP 647	right
435a92dd8b25c6b17149a6bfbb6c4b87cf8405281913608b57a0069f4d961ea7	2	EP 274 (13)	right
9bca70f05dd23186ab629841d14a3036cb7eb11f95391488c515d169bd3a7455	4	FD 34040	right
a9adcbecdfd9fbcf2a0934ee079b45991be9ad32dfc3b34f8f15990112b0b62b	2	FD 33123	right
25dcd01458ba18ac3f3e26f708b2ed3c9fe14cba4291e4d0fa71c91a30e6258a	3	EP 657 (1)	right
062f9cf2d1ef44f5e08aa200fe39a2798e67c2d692c9d7511e64cd22d58415c4	10	FD 33407	right
d4173e1878276772b279d945166f1daa43c44cb6166ab85ea2e0eeab29447991	3	EP 558 (9)	right
d387055d68642de1abb172e4dbba2abbbd5552979976045b4dba2772b59cd10b	2	FD 35081	right
9ffb3be429974da487e23bc6a02af241fd9041dff10435a758775e03d0177f44	11	FD 3482	wrong	This is a OCR issue, it should be 34821, the OCR added a space between the 2 and 1; this is also a caption
7a35363df427c982c884544992410ce3a93747f7e9c473845b02da5cec8cfbf8	1	FD 34040	right
6134e913b417dad1c13011f777aafb13f4c014755ef6b08fb714e0216a47b23f	1	FD 31360	right
89076f76d111a9c32f156f172ad518a736b185a3c2bcb8922d52cc1b6b106573	4	FD 33966	right
7a2e12940c4e721d075cc41bb1ded0d1aae0b84ad58d4c7cd0c25f895d670f25	2	FD 34972	right
af948ce15f13ff50c3d5275953c72a207268c7a509359e2358ea2da34356feb6	1	FD 351471	wrong	footnote marker fused on; should be FD 35147; this is also a caption not a citation
56487118409feaae2d57f40af7a75310f20ced4b0de8b12fc326c75028c30cf4	1	FD 34753	right
49f464ce048d0956992a4c9eba64990a924cf9323b7df5d84b97be2abc68621e	2	FD 34918	right
d4fca17e42712d592c0161d1433230fee64cde68b81a16a6397d1682522a6392	7	FD 34797	right
b87d94329162eecfb9bf910b619dab377187ec63f137a4b2fb055786a65158ad	2	EP 657 (1)	right
27ac8d35098aaceccc63a40a3bbf7aa2ea463703fa8cf8f272f99cf61bca9b3d	2	EP 542 (13)	right
ce8e3de3e775a026e7976da638d80a5ec5cf562ac1f13a588df14f36ba500963	27	EP 664 (1)	right	cites another docket, but not a specific decision or filing
cf85373ebf4decbc6bc9e60e61cdcfc5742d8dd96510b146416dcb6ab23751f2	3	EP 664 (1)	right
b57bd10d944a5111c62d5beca5276dd4907dc4bdece2154011531969402913b7	2	EP 542 (15)	right
002e034a6f7fa5359e7d575cea07d34b99f4e98663d23de31e75a36e614e44d3	2	FD 34554 (6)	right	cites another docket, but not a specific decision or filing
b96bc955b03c6466907542bf94c7b23ec21bd21d1c39be78de5553104173474a	341	FD 36284	right	cites another docket, but not a specific decision or filing
7bf3eaddd4427dbcf72bc68685cffdb5f80c23739f844ad16d3a2d35b945dbcb	98	FD 33388	right	cites another docket, but not a specific decision or filing
421daa40384ff626a1277565774a0519579f062718befce3faef3dcc17bce1d2	644	FD 34079	right	cites another docket, but not a specific decision or filing
b54f453859e39fa5690bfb85af629682b2b03678f891418abb9d70028a5635b4	361	FD 33388	right	cites another docket, but not a specific decision or filing
b38d99e58f66ce3902ffd57380706d2fb0a42355b6fd9d7014e9e11072c8f54b	53	FD 33388	right
12498d5987ab7e4fc2c12fa41069ac8d01d8dd683b48ddb40280bcc1df08cba3	1	FD 22218	right
51cbc31450439b2319e534b5c7f7cb4b36e0f3d17e70ee4d3b08afc9473b9ba7	4	FD 32213	right	caption of an attached FD 32213 decision
85478cb2a145cce2d2f6ad871035be9909d5bcb2f6592aa9c1d592c9649cce2f	3	FD 36491	right
0e4cc0fc683bda029b5ea9fd9739bc613d27d167ab3c0366f5d2cc7c2ce9b904	395	FD 33388	right
a65f707c90fef7fa5d9a6eecd75adbc57afac6b856eef2afd1d22218cb16a42b	3	FD 34911	right
cd42b1ccadf1df1174a59cfa929175b2ab54d76798801045657d1720d88e7e03	1	FD 36472	caption
d3404a4bf6e7b7681bd41ee237bf6bea5e266e39855ad105a3741c096eb1f140	38	FD 33388	right
eac12ef011dd1cecaed8ae4066fd7dd5bda1332b4845f0e32c0d79e2cea0ea5e	2	FD 32760 (49)	right
c1ea3557e10ac4819273c9b175bf1efb6bece52e15555a8c6d1f699c5fe57aa3	133	FD 33388	right
66248c752fce1a91659cfbf8fbb1f93839583fb2ce62f440e476d74690593098	4	FD 36500	right
8005a5b8422bf23e130516104a78a813c8e9a7d7506f6289e4e5d8605f9d3cbd	4	EP 293 (2)	right
a5ba06e216e5c22dcde03cdfe7876467fa21f42f2115d7eaefe60bb3284d40b8	1	FD 339961	wrong	footnote marker fused on; should be FD 33996; this is also a caption not a citation
9183ad8453023945ed8edb8c2b385cfaf8ccd9da0cca8b6a88965da783e371db	1	EP 274 (13B)	right
740f31e30ca95388d1e733d9d871a11e0d6a57139903fddd2d19179f241f2d88	1	EP 274 (13B)	right
e91b310a6edae9081d3f85789dc0d6672dfb93dcb6cd1a351da3e971f237fd08	6	FD 32157 (1)	right
c148bd5d9962460fdb29d26643fa7822c5b62b98ea77aed680962c45bff036f1	3	EP 72 (1)	right
4dfaf5430ac68eb4a4cbee8e80675b077ff372e975aac46ec3b703461a3540fc	1	EP 55 (55)	right
2986c73d8e780a4c802ec90735e43245137e4bb832a5447138afc6d0fcea4c64	4	EP 546	right
d0f24cdfc3057a23e17b33c18e987a6e0995b816c634ce615da4ea275f84b951	1	EP 274 (13B)	right
1e029c50a1844da0055d6d7392ff61cc81df2d2f495c6c4f4f3bef17d851b2e5	4	FD 345614	wrong	operator's correction 2026-09-13 (was right): "Nos. 345614 and 345625" are FD 34561 and FD 34562 with footnote markers fused on
